NaN     -25.0
0	-39.4765625
1.83	-39.2890625
4.05	-39.53710938
6.46	-39.72851563
8.86	-39.77148438
11.27	-39.82617188
13.66	-40.22070313
16.06	-40.59765625
18.46	-40.6484375
20.84	-40.66601563
23.24	-40.94726563
25.41	-41.48828125
27.58	-41.25195313
29.73	-41.22265625
31.9	-41.08789063
34.05	-41.33984375
36.2	-41.22070313
38.37	-41.42382813
40.54	-41.41601563
42.69	-41.58984375
44.86	-41.88476563
47.04	-42.1875
49.21	-42.2578125
51.36	-42.60351563
53.5	-43.29101563
55.68	-43.41015625
57.85	-44.03710938
60	-44.31835938
62.16	-45.17578125
64.32	-46.07226563
66.49	-46.54492188
68.66	-46.87695313
70.83	-48.0390625
73	-48.75
75.17	-49.95898438
77.34	-50.61132813
79.51	-52.21484375
81.68	-51.73046875
83.86	-53.80664063
85.99	-55.140625
88.18	-56.171875
90.35	-55.29492188
92.56	-56.87890625
94.71	-56.40234375
96.88	-56.37109375
99.11	-54.7109375
101.26	-56.67773438
103.44	-56.35351563
105.61	-55.74804688
107.78	-54.703125
109.95	-53.98828125
112.34	-54.92578125
114.7	-52.88476563
117.08	-55.25
119.49	-53.86914063
121.9	-53.1328125
124.29	-53.015625
126.66	-53.19921875
129.07	-51.60742188
131.48	-49.703125
133.89	-49.60546875
136.28	-49.70703125
138.65	-49.83984375
141.06	-49.890625
143.45	-51.05078125
145.89	-50.40625
148.28	-50.71679688
150.67	-51.22460938
153.08	-52.39648438
155.51	-55.8359375
157.92	-58.70507813
160.29	-67.1953125
162.64	-65.4453125
165.03	-56.51953125
167.44	-53.71875
169.99	-50.48828125
172.36	-48.78320313
174.74	-47.8125
177.11	-46.95703125
179.5	-47.54882813
181.91	-47.08007813
184.32	-47.6640625
186.69	-48.546875
189.06	-49.86132813
191.47	-50.59570313
193.84	-52.76953125
196.21	-54.7734375
198.63	-56.25390625
201.09	-54.77734375
203.54	-54.7734375
206.03	-52.76953125
208.98	-52.96484375
211.73	-52.66601563
214.14	-52.85351563
216.51	-53.1640625
218.92	-52.80664063
221.31	-55.33007813
223.67	-57.08984375
226.09	-60.29882813
228.24	-66.21484375
230.41	-61.625
232.79	-60.43359375
234.96	-61.25
237.11	-57.30078125
239.28	-54.98632813
241.12	-54.38867188
246.76	-53.36132813
248.45	-53.5390625
254.85	-54.52148438
257.34	-54.06835938
259.59	-54.12304688
261.74	-54.00585938
263.89	-52.10546875
266.04	-52.73242188
268.27	-51.90625
270.52	-50.91601563
272.73	-49.82617188
274.88	-48.88671875
277.05	-48.41015625
279.09	-46.9765625
281.38	-46.55664063
283.53	-46.09179688
285.7	-45.58984375
287.87	-45.16992188
290.04	-44.60742188
292.22	-44.74804688
294.36	-43.90429688
296.54	-44.04492188
298.71	-43.4921875
300.88	-43.2578125
303.09	-43.4921875
305.26	-42.80078125
307.43	-42.51171875
309.6	-42.19335938
311.78	-42.10742188
313.9	-41.953125
316.3	-41.37304688
318.48	-41.34765625
320.63	-41.13867188
322.8	-41.375
324.95	-41.05273438
327.14	-40.60546875
329.31	-40.97070313
331.46	-40.359375
333.61	-40.43945313
335.78	-40.28320313
337.95	-40.22851563
340.1	-39.91210938
342.28	-40.03125
344.45	-39.61914063
346.62	-39.49804688
348.79	-39.42773438
350.96	-39.24414063
353.13	-39.23828125
355.3	-39.16015625
357.47	-39.28710938
359.2	-39.10742188

