             NaN  -5.000000e+000
   1.8000000e+02  -3.9865232e+01
  -1.6778689e+02  -3.4867290e+01
  -1.6376340e+02  -3.2233191e+01
  -1.6180827e+02  -3.0437480e+01
  -1.5818215e+02  -2.9045775e+01
  -1.5484843e+02  -2.7866218e+01
  -1.5264634e+02  -2.6413278e+01
  -1.4945958e+02  -2.5043827e+01
  -1.4628933e+02  -2.3862700e+01
  -1.4355276e+02  -2.2638663e+01
  -1.4011416e+02  -2.1799684e+01
  -1.3758956e+02  -2.1085034e+01
  -1.3469270e+02  -2.0528652e+01
  -1.3190264e+02  -2.0307793e+01
  -1.2857193e+02  -2.0211589e+01
  -1.2591853e+02  -1.9891562e+01
  -1.2271353e+02  -1.9677011e+01
  -1.2023306e+02  -1.9265850e+01
  -1.1654587e+02  -1.8458805e+01
  -1.1376853e+02  -1.7460063e+01
  -1.1099685e+02  -1.6160616e+01
  -1.0793152e+02  -1.4895790e+01
  -1.0501332e+02  -1.3304406e+01
  -1.0212359e+02  -1.2239423e+01
  -9.8923477e+01  -1.1151530e+01
  -9.6072753e+01  -1.0521515e+01
  -9.2833300e+01  -9.8355007e+00
  -8.9748751e+01  -9.0575141e+00
  -8.6821983e+01  -8.1951364e+00
  -8.4008513e+01  -7.5233336e+00
  -8.0851839e+01  -6.7351195e+00
  -7.8295844e+01  -5.9060449e+00
  -7.4894445e+01  -5.1391341e+00
  -6.9056433e+01  -3.9627968e+00
  -6.6120107e+01  -3.4894792e+00
  -6.2893611e+01  -2.8011279e+00
  -6.0148042e+01  -2.1339535e+00
  -5.7286872e+01  -1.6118853e+00
  -5.4275839e+01  -1.2179760e+00
  -5.1083835e+01  -9.3020150e-01
  -4.8241750e+01  -7.0432143e-01
  -4.5163165e+01  -5.7636746e-01
  -4.2112458e+01  -3.3492599e-01
  -3.9051583e+01  -3.6538183e-01
  -3.6308701e+01  -1.2142449e-01
  -3.2955711e+01  -8.5444010e-02
  -3.0151130e+01  -1.2914108e-02
  -2.7018549e+01   3.0994049e-02
  -2.4058709e+01  -5.4071356e-02
  -2.1095665e+01  -3.2705867e-02
  -1.8142224e+01   9.5780382e-02
  -1.5318570e+01   6.7720165e-02
  -1.2117868e+01   7.9760922e-02
  -9.3743905e+00  -7.9581823e-03
  -6.2376379e+00  -3.3384701e-02
  -3.1075506e+00   5.9365094e-02
   0.0000000e+00   4.5919847e-04
   2.7200175e+00   4.5576292e-02
   5.8507930e+00  -6.1946827e-02
   8.9905417e+00  -5.1244932e-02
   1.1738204e+01   2.3696981e-02
   1.4943800e+01  -3.0856994e-03
   1.7774198e+01   1.2392667e-02
   2.0731982e+01  -1.2953419e-01
   2.3702458e+01  -1.6388422e-01
   2.6671616e+01  -9.1499430e-02
   2.9813902e+01  -1.4847013e-01
   3.2839087e+01  -4.5985754e-01
   3.5675513e+01  -4.4024739e-01
   3.8745751e+01  -5.3571517e-01
   4.2084271e+01  -7.1804562e-01
   4.4883841e+01  -7.6825241e-01
   4.7710269e+01  -1.1067417e+00
   5.0888965e+01  -1.5226035e+00
   5.4129992e+01  -1.8161946e+00
   5.6844018e+01  -2.0672118e+00
   6.0095633e+01  -2.7398814e+00
   6.2884639e+01  -3.4076433e+00
   6.5770195e+01  -3.9856069e+00
   6.9150836e+01  -4.5668359e+00
   7.2072135e+01  -5.1971169e+00
   7.4976731e+01  -5.9959965e+00
   7.8011503e+01  -6.7032615e+00
   8.1170079e+01  -7.3133495e+00
   8.3906922e+01  -8.0628284e+00
   8.6738581e+01  -9.0076148e+00
   9.0254009e+01  -9.6008215e+00
   9.2885168e+01  -1.0377334e+01
   9.6186213e+01  -1.1060127e+01
   9.9181621e+01  -1.1955949e+01
   1.0180430e+02  -1.2825597e+01
   1.0489809e+02  -1.4160813e+01
   1.0832073e+02  -1.5411379e+01
   1.1085173e+02  -1.6764222e+01
   1.1433684e+02  -1.7955472e+01
   1.1720460e+02  -1.8942013e+01
   1.1995989e+02  -1.9636156e+01
   1.2313151e+02  -1.9904705e+01
   1.2637694e+02  -2.0110602e+01
   1.2906692e+02  -2.0422932e+01
   1.3238548e+02  -2.0891521e+01
   1.3526664e+02  -2.1103579e+01
   1.3826903e+02  -2.1649907e+01
   1.4159327e+02  -2.2524347e+01
   1.4471450e+02  -2.3554952e+01
   1.4770255e+02  -2.4760988e+01
   1.5064889e+02  -2.6155225e+01
   1.5313983e+02  -2.7385224e+01
   1.5687342e+02  -2.8941780e+01
   1.6027368e+02  -3.0349084e+01
   1.6186145e+02  -3.2153024e+01
   1.6560406e+02  -3.4541613e+01
   1.7328768e+02  -3.7679291e+01
   1.8000000e+02  -3.9865232e+01
