            NaN  NaN
 -1.800000e+002 -1.905923e+001
 -1.762105e+002 -1.926829e+001
 -1.731789e+002 -1.947735e+001
 -1.709052e+002 -1.989547e+001
 -1.678736e+002 -2.052264e+001
 -1.625684e+002 -2.240418e+001
 -1.587789e+002 -2.449477e+001
 -1.557473e+002 -2.616724e+001
 -1.534736e+002 -2.783972e+001
 -1.512000e+002 -2.930313e+001
 -1.496842e+002 -3.034843e+001
 -1.481684e+002 -3.076655e+001
 -1.466526e+002 -3.076655e+001
 -1.451368e+002 -3.013937e+001
 -1.436210e+002 -2.909407e+001
 -1.405894e+002 -2.742160e+001
 -1.375578e+002 -2.554006e+001
 -1.345263e+002 -2.407665e+001
 -1.307368e+002 -2.282229e+001
 -1.269473e+002 -2.177700e+001
 -1.231578e+002 -2.114982e+001
 -1.186105e+002 -2.073170e+001
 -1.140631e+002 -2.052264e+001
 -1.095157e+002 -2.031358e+001
 -1.042105e+002 -2.010452e+001
 -9.890526e+001 -1.968641e+001
 -9.208421e+001 -1.905923e+001
 -8.677894e+001 -1.864111e+001
 -8.298947e+001 -1.822299e+001
 -7.844210e+001 -1.780487e+001
 -7.465263e+001 -1.759581e+001
 -7.086315e+001 -1.759581e+001
 -6.404210e+001 -1.780487e+001
 -5.646315e+001 -1.864111e+001
 -5.267368e+001 -1.926829e+001
 -4.812631e+001 -2.010452e+001
 -4.433684e+001 -2.114982e+001
 -4.054736e+001 -2.240418e+001
 -3.600000e+001 -2.428571e+001
 -3.221052e+001 -2.595818e+001
 -2.917894e+001 -2.783972e+001
 -2.690526e+001 -2.972125e+001
 -2.463157e+001 -3.181184e+001
 -2.235789e+001 -3.348432e+001
 -2.084210e+001 -3.557491e+001
 -1.932631e+001 -3.724738e+001
 -1.856842e+001 -3.912891e+001
 -1.781052e+001 -4.101045e+001
 -1.629473e+001 -4.372822e+001
 -1.553684e+001 -4.560975e+001
 -1.402105e+001 -4.770034e+001
 -1.402105e+001 -4.853658e+001
 -1.250526e+001 -4.832752e+001
 -1.098947e+001 -4.581881e+001
 -1.023157e+001 -4.331010e+001
 -7.957894e+000 -4.080139e+001
 -4.926315e+000 -3.891986e+001
 -2.652631e+000 -3.808362e+001
 -3.789473e-001 -3.766550e+001
  1.136842e+000 -3.766550e+001
  4.926315e+000 -3.871080e+001
  7.200000e+000 -4.038327e+001
  1.023157e+001 -4.435540e+001
  1.174736e+001 -4.623693e+001
  1.250526e+001 -4.895470e+001
  1.326315e+001 -4.916376e+001
  1.402105e+001 -4.895470e+001
  1.477894e+001 -4.811846e+001
  1.553684e+001 -4.456445e+001
  1.705263e+001 -4.163763e+001
  1.932631e+001 -3.829268e+001
  2.160000e+001 -3.432055e+001
  2.614736e+001 -3.013937e+001
  3.221052e+001 -2.616724e+001
  3.827368e+001 -2.344947e+001
  4.206315e+001 -2.177700e+001
  4.736842e+001 -2.052264e+001
  5.267368e+001 -1.926829e+001
  5.494736e+001 -1.885017e+001
  5.797894e+001 -1.843205e+001
  6.252631e+001 -1.801393e+001
  6.631578e+001 -1.780487e+001
  7.162105e+001 -1.759581e+001
  7.768421e+001 -1.780487e+001
  8.753684e+001 -1.843205e+001
  9.966315e+001 -1.968641e+001
  1.034526e+002 -2.010452e+001
  1.117894e+002 -2.031358e+001
  1.178526e+002 -2.052264e+001
  1.224000e+002 -2.094076e+001
  1.254315e+002 -2.135888e+001
  1.277052e+002 -2.177700e+001
  1.337684e+002 -2.344947e+001
  1.390736e+002 -2.595818e+001
  1.436210e+002 -2.867595e+001
  1.474105e+002 -3.076655e+001
  1.489263e+002 -3.097560e+001
  1.496842e+002 -3.076655e+001
  1.527157e+002 -2.909407e+001
  1.557473e+002 -2.679442e+001
  1.580210e+002 -2.533101e+001
  1.640842e+002 -2.240418e+001
  1.686315e+002 -2.073170e+001
  1.724210e+002 -1.989547e+001
  1.762105e+002 -1.926829e+001
  1.800000e+002 -1.905923e+001
